text,stars
"I give this location no love.  We went to this one rather than the one uptown on a Saturday night with a voucher from another location from a bad sushi upchuck experience.  Going late at night with a mostly empty restaurant, we still ended up waiting 10 minutes to be sat, then SHOVED and I mean shoved in next to the only other table in the place - the hostess snickered at me when I kindly asked to move a single table down (really sick of bitchy hostesses in Scottsdale by the way - your job is not that hard so shut up and color for christs sake)  Our waitress took another 10 minutes just to greet us, sushi took forever, and if you can believe it the fun hadnt even begun yet.  
When paying the bill, we present the voucher to the waitress, who says she cant take it.  The manager came over with a bitchy look, basically trying to call it bull shyt and continued to give us the 5th degree about it for the next few minutes - certainly NOT appreciated.  She takes it to the point where she calls the other location where we got it (taking ANOTHER 10 minutes) and finally gives us our bill back - only taking off our 2 rolls and 2 nigiri.  This created one pissed off yelper instantaneously.

Don't bother with this location - you could find bomb shrapnel in your soup and they still wouldnt give a damn.  

And for the sake of all that is holy - STOP WITH THE CRAZY I'M-TOO-SEXY-FOR-MYSELF SCENE!  YOU'RE NOT THAT COOL!",1
"On the verge of just giving one star I, I figured on 2 only because I enjoyed the cool open interior of the main restaurant. As far as the food. That is one star. 
While having just stopped in at the Ranch Market to pick up a few groceries, I was going to eat at the Market itself but decided to maybe try a place I had never tried near by instead. As I took my groceries to the car, I decided that since I had not yet tried ""Tradiciones"" I would give them a try. 
I enjoy the food at the Ranch Market-- tasty and authentic.  Since they are connected I THOUGHT the food would be the same. Boy was I wrong!  I don't know who they have cooking here, but with all the great stuff they have next door it should be A LOT better. 
The salsa should have been the first clue...it was just ok.  Again, knowing what they make in house next door, made this salsa pretty sad.  Wanting an Agua Fresca to drink and again knowing next door had like 7+ varieties, I was disappointed they only had horchata and pina here. I got the pina, which was probably the best part of this meal. 
I was really craving some tacos, and noticed they only really offered them under the appetizer menu as street tacos. Also wanting to have a sopito, I thought WTH I will get the sampler platter and add a taco. 

The platter came with 2 mini chimis, 2 mini taquitos, 2 mini cheese enchiladas and a soptio each of chicken and beef. All looked good when it came out. I enjoyed the taco first...the last thing I was to enjoy on this culinary outing. Then, digging into the chicken enchiladas, the sauce was a ""mole"". This was not a good mole...way too sweet, someones idea of a mole. Yes, just because a mole has chocolate doesn't mean it's a chocolate sauce.  And the chicken, stringy bland kinda tough. Everything followed suit, bland not very authentic, someones idea of mexican food. It all reminded me of something I would get if in the Mid-west somewhere and wanted Mexican food...not Arizona! 

The only saving grace to this meal was that it was happy hour on a Saturday and the platter was 1/2 off and the taco was a buck so I left paying only $9 instead of $15. 

While I will continue to eat at the Market....I will pass on TRADICIONES...*blegh*.",2
"So Weekends are usually hubbys choice and he decided on Rock Bottom.

I don't mind coming here, I really like their Mac and Cheese.
You can get it with or without chicken.........years ago the chicken was this really thin shaved peppered chicken and I thought it was awful so I have since always ordered without chicken.

However today Hubby chose the mac and chicken and I was surprised that now they use real chunks of shredded chicken breast!! YAY! 
What and improvement!! It was really good! (see pics)
. 

I got  the Turkey Bacon Cobb sandwich minus bacon =Layers of juicy oven-roasted turkey breast on grilled sourdough bread with sweet peppered bacon, sliced avocado, roasted tomatoes, sprouts and mixed greens. Topped with rosemary dressing and Bleu cheese crumbles (see pics)

It was better  than I expected, they forgot to put avocado on it though and
the bread was really really good and for being grilled it wasnt over saturated with grease.

The onion rings could have been crispier but were OK.

Lame waitress today she was new but whatever...she sucked!!",3
"I liked this place... because it's a local owned place with delicious greasy food. This place was written up in the East Valley Trib in one of their ""5 to try"" pieces, which is where I first heard about it. But, I actually think it's funnier that I have been in ""Hall of Fame"", a store located direclty next door several times and never given Giant Hamburgers a second glance. 

You walk into this place, past a grouping of tables and booths (only about 15 tables in the entire place)  to the cash register where you order your meal. We each got a burger and fries and they were both great, a real gut-bomb, but sometimes you're in the mood for something that fits just that description. We sat and ate, and they came to bus our table for us. 

On the way out, we noticed the ""Yelp"" sticker on the door. Bonus points.",4
"i know, i know. this gelato is a bit on the pricier side, especially when you consider that phoenix now has a bajillion gelato shops, that  each offer a million and one flavors for a few washingtons. HOWEVER, arlecchino is definitely the BEST. it's worth theprice, worth the drive, and worth the parking hassle. 

the owners are super nice and accommodating, and although there is a sample limit, the workers have never said no more. the flavors are classic, inventive, fresh, and authentic. plus, it's such a cute, tiny little hole-in-the-wall shoppe, that you can't help but love it in all it's quaint glory.",5
"Bad quality ingredients. I ordered a red curry beef and the beef was awful, hard, I tried to chew it for a minute and decided to give up.",1
What can I say I love AJs especially the Boulangerie or coffee bar.  Jason is the best.   The pineapple ice tea with a slice of pineapple is deli-sh with a yummy cheese croissant.  I admit I usually get something from the coffee bar and bistro more so than the actual grocery store.  Oh and if you go check out the display/decorations they are usually pretty cool.,5
"Extremely friendly staff, very comfortable decor, and delicious food!  I enjoyed a sampling of a few different mezes and a greek salad - just wonderful!",4
"Got together with Mike C. to go out to a Thanksgiving Buffet today.  We tried for Golden Corral down the street in Gilbert but the line was way outside, so we came up here where there was also a wait, but shorter.  It was good, as always, but there were some negatives this time:

*  The soups:  There was an ordinary Corn Chowder, a weak Cream of Broccoli, & ordinary Chicken Noodle.  They should have done better than this for Thanksgiving.

*  There was no cottage cheese.  (They don't always have it, but at these prices they should have some today.)

*  There was turkey, but breast meat only & no dressing!

*  Over at the dessert bar there was no hot fudge (& it looked not as if it had run out, but rather that they just didn't offer any today).

*  There were no sundae cups.  I had to go over & get a soup bowl to make a sundae.

*  There was Hot Lava Cake (or ""Hot Fudge Cake"" I think they call it here), but it was sorely lacking in lava!

Thus, it's down to 2 Stars for this restaurant that wasn't as good as it should have been for the money.

Thanksgiving Buffet $12.99/$12.49 Sr.",2
"First time here--glad we came!  Free chips and salsa (always a great start to a Mexican meal!).  Hubby and I split the chicken fajitas, which were very tasty!  Good-sized portion with lots of red bell peppers, which we like. Served with side of rice and beans, guac, sour cream, and pico de gallo.  We each ate our fill and still had enough for a take-home 'fajita burrito' :D",4
"The service was very slow. People at several tables were waiting, far to long for, drinks checks food. The table had no bread plate , no salt and pepper. No napkins.  We had to ask for everything. The busser did not seem to understand how to set a table. We ordered the beet salad, it had no flavor and huge -hard as a rock  beets, no cheese. Tiny orange wedges.  No good. 
I ordered, for a main dish the Covina, white fish. It was so salty I had to send it back. The waitress then informed me that I ordered it wrong! Last time I checked you made sure your food tasted good and wasn't toxic with salt. She informed me that it was served blackened, blackened does not mean coated in disgusting salt. My hubby ordered capellini. The shrimp were undercooked and not fresh. There was very little tomato sauce. It was bland greasy and void of any redeeming qualities. Again , like the beet salad, the veggies were not prepared correctly ......
huge lumps of tomatoes, , mix yourself?  How do you serve pasta with no sauce ? Overall I would say the chef is not talented. No one bothers to prep properly, no one is tasting the plates as they are so bad it is impossible to believe the menu is being checked and corrected. In the meantime to go back for a glass of wine and an appetizer may happen as there is some potential , just a glimmer ....and , in a few months, if enough people review, and finally .....if the owner is smart enough to stop this unfortunate cascade . The patio is pleasant, I hope someone cares enough.",2
"I've been here twice...the first time was driven by a rumor that they made their own root beer.  I'm a sucker for homemade root beer, so I had high hopes that this place would become a favorite.  My husband and I were so excited when these huge glasses of RB hit the table!!  And then confusion...both of us looked at each other and said ""WTF???""  Worst RB EVER!

What the heck was in this drink that made it taste like ass?  We looked all over the menu and found nothing.  Then we saw the ""fine print"" on a small table sign...STEVIA.  It's made with Stevia NOT sugar...I'm sorry, but I have to say that this is the lame-est root beer on the planet.  If I'm going to treat myself to a big glass of homemade root beer, I want it to be delectable...sugar and all...no freaking high fructose corn syrup and no bloody artificial sugars (and yes, I know stevia is ""natural"" but who gives a crap...it tastes terrible anyway).

After the root beer debacle, it didn't get better.  The food was meh...service was not so great (there were moments of ""is she ever coming back???"").  I'd say, go here for the beer, sans root, but that's about it.  Otherwise, skip this place and drive out to Four Peaks...you'll be happier all around.",2
"With a few hours past and a few tasks accomplished the next stop of my day would be at Pane Bianco - the sandwich shop from the Valley's most celebrated Chef, Chris Bianco.  Having made my pilgrimage to the eponymous pizzeria during my first trip to Phoenix, Pane had been on my radar since the day I moved to town but given the lunch-only hours and my office location in North Scottsdale I knew a weekend would be best and as luck would have it a new website (http://www.pizzeriabianco.com/) and seven day 11a-3p schedule had been rolled out just the week prior.

Arriving at the surprisingly large space (especially when compared to Matt's and JoBot from earlier that day - and compared to Pizzeria Bianco as well) shortly after 11:30 and allocating parking in the free lot juxtaposing the Light Rail I debated for a moment whether dine-in or to-go was best and opting for the former made my way into the restaurant where two couples already sat.  Greeted by one of two servers it was suggested I could take ""any seat I wanted"" and opting for a bench in the center of the room where a menu awaited I sat down to browse the menu as well as the daily specials listed on the chalkboard - almost all sounding appealing, but a bit different than the Saturday special listed on the website.  With a small list of beverages available I was asked soon if I was ready to order or if I needed a few minutes I deferred and requested a glass of water that would never reach even half-empty despite me drinking from it consistently and the restaurant soon filling to capacity.

Having debated the specials but eventually undeterred from the reason I'd come in the first place I soon placed my order for a sandwich and an 'appetizer' which I was told would be 'just a few minutes' and as while I waited I checked out the small market at the Take Away section featuring the famous focaccia, cans of tomatoes, dried pasta, and apparel before returning to my seat where my items would arrive shortly - the first a Manchego and Tomato Sauce Focaccia del Giorno featuring Bianco's delectable wood fired focaccia in all of its spongy glory topped with sweet, ripe tomatoes and an ample layer of briny Manchego; at $4.50 probably the most expensive ""Grandma Slice"" I've ever had yet at the same time also probably the best...or at least on par with that at DiFara in Brooklyn for best of its genre.

Moving next to the original target of my desire, a sandwich of Bianco's House Made Mozzarella, Tomatoes, and Basil on Wood Fired Focaccia my first thought was ""wow - that is a lot of cheese"" while my second, after a bite, was ""wow - that is a lot of flavor.""  Perhaps as pure of a sandwich as you can find and the result of exquisite ingredients on top quality bread there is really nothing 'special' about the composition of this sandwich aside from the fact that it simply works - a largely unmanipulated masterpiece only improved by a touch of sea salt and cracked black pepper.

Largely unaware on entering that Pane serves dessert it was with much delight that I realized soon after sitting down that three options were available that day and while the flourless chocolate cake I saw emerge from the kitchen to the table next to me looked quite nice there was simply no way I was passing up the Organic Vanilla Bean Rice Pudding with Candied Pecans - another simplistic stunner with creamy Arborio rice imbued with a rich vanilla custard flicked with whole vanilla beans and a few pecans for crunch.  Delicate and smooth, flavorful without being overly sweet, and *almost* thick enough to stand a spoon up straight it was not quite the best rice pudding I've ever had - but a top five contender without a shadow of a doubt - a reason in and of itself to return to Pane Bianco...though to be fair, if I returned it would take pretty spectacular daily specials to prevent me from ordering the exact same trio of items once again.  With Chris and his team now two for two it is only a matter of time before I make my way to Italian Restaurant... and honestly, that time is likely measured in hours and days as opposed to weeks and months.",5
"Walked in during late lunch hour. Did not get acknowledged for about 5 mins. When I finally got sat down, and served my salad, I found a hair in it. Got no apology. Just a sigh firm the waitress when she took it away. You can't pay me to go back here. The waiters are rude.",1
"Q: How many people and how many minutes does it take to make a ""toasty"" sub?
A: At Quiznos?  A LOT.

The food is decent, especially the tuna melt, and $5 for a large is a great deal.  But this place is SO incredibly slow, every time I go there I swear it's the last time.  Alas, living across the street from it I have caved and gone back a few times...  But seriously, don't come here if you've got groceries in the trunk, kids waiting in the car, or anywhere you need to be in the next hour.  

Also: I can't stand the oregano powder crap they dump on every sub.  Come on, Quiznos, there's gotta be a better-tasting distinctive touch.  I always tell them to leave this stuff off, and half the time they put it on anyway. 

FYI - once the sandwich is out of the toasting machine, toppings are available by request only.  No one's gonna ask what you want on it like at Subway.  You really have to speak up if you want onions, olives, or whatever else they've got hiding back there.

Please God grant me the willpower to stop coming back to this Quiznos!!!!!!",2
"Was here for a KYOT Wine-Down-Wednesday event a couple of years ago.  The bar area was packed.  Stood around waiting for a table to open up- very uncomfortable as the area is pretty small.  

I remember trying the New England clam chowder.  Tasty, but it had too much potatoes and not enough clams.  Had something else, but can't recall which, and the current menu online reflects a few changes.  

I do recall thinking I would like to come back and have lunch or dinner there, so I'm giving it three stars.",3
Still a fan. I'm incredibly impressed one of the staff even remembered my name and my last purchase on a return visit.,4
"The decor and ambience was very pleasant.  The staff was very friendly and attentive.   Granted, it was a Monday night and my wife and I were only one of three parties in the restaurant. 

  We ordered the hot and sour soup, the puu puu platter (sp?), chicken chow mein, and the curry chicken.  Everything was terrific.  The hot and sour soup surprised me - I'm not normally a very big soup fan but I thoroughly enjoyed it both at the restaurant and as left-overs the next day.     The portions of all of the orders were very big.  We had left-overs for three additional meals.",4
"One star would be giving it a holiday gift!

For me Copper Star Coffee Shop has been a place where consistency and pride is taken in their food and presentation. Unfortunately, Circle H BBQ is nothing like the prior statement.

My first visit to Circle H BBQ centered on ordering a half slap of ribs. They were extremely over-cooked.  There was more charcoal on the top, back and ends that was just not editable.  Once you scraped away the charcoal, on the tops, ends and the center ribs, there was one that was eatable. 

The company offered me a second chance to try their food, by giving me a complementary full slap.  Nothing had improved.
They say they smoke the ribs, but there was no odor to that effect. In face the ribs I ordered the second time spend over 20 minutes on the grill after the order was placed.
Btw...the waitress at the front counter couldn't even tell be the type of rub on the ribs and the type of cut they were. When I asked if they were smoked (cooked) daily, she said some are if you get here early - others were from the refrigerator from last night. The so called ""dry-rub"" seasoning was tasteless. The BBQ sauce is major strange!

The bottom line is the ribs were not worth the cost they were charging. ($14/Half for 6 bones and $26/Whole 12-13 bones both with sides) I have high hopes for the brisket, but it might be a while untill I try that endeavor.

Overall if they don't change the way they 'burn"" the ribs, run, run or drive real fast to another place.  The charcoal is not good for you and there is lots of it!

Honey Bears, My Mothers or even driving to Famous Dave's is well worth the trip.
Sorry to burst your bubble, I too, had high hops for a centrally located rib place.  

I'm still waiting.",1
UPDATE: This location is closed. Boo!,1
"I have been coming to this place for atleast 5 years. This is a favorite of my friend's whole family. 

This place is so very consistent. They always have the same good things. If you're looking for buffet variety this is not the place. 

Everyone is so very nice. This place has been open for 30 years for good reason. I have never ordered from their menu because their buffet is so good. 

Go and try not to get hooked. 

Enjoy!",5
I've been for lunch half a dozen times and usually sit at the bar.  Their beers are great.  I'm a home brewer and am pretty discerning in my beer tastes.  Their HopKnot IPA has a huge nose of hops if you are a hop lover--which I am.  However the 8th Street Pale is probably my favorite.  It is a great balanced English style pale ale--without the bitter edge of an American pale ale like SN.  On a hot day their Kolsch is super refreshing and reminds me of being in Germany.  I've had mostly burgers and fries there and they are good.  The atmosphere is casual and the staff is friendly and attentive.  If you are a craft beer lover it is a nice laid back destination to enjoy a brew...or two.  They also pour growlers and sell cans of Kolsch and Kiltlifter in 12 packs.,4
"Ok, they should be happy that I am understanding of the flying bug that landed in my dessert and died before it was served.  Yes, I found it as I was eating the dessert, grossed me out, but not necessarily their fault.  The manager came over and apologized and took the dessert off the bill and offered me another one.  Anyway, the rest of the meal was great.  My party and I had the scallops with green beans and capers.  Yummy!  I do like Pappadeaux's overall and this is the first time I didn't have a great experience.",3
"I always have customer service problems with Fedex.  How the heck did they get to be so big with the crappy way they treat customers?  I use the Internet a lot for purchases and about 60% of the time, they screwed-up and then their customer service has major difficulty fixing the problems.  I have asked for shipments to be held at the closet shipping location to my office and they ship to my home.  Another time I asked for the same thing and they held it at the regional depot instead of where I asked that it be sent.  I can go on and on about the screw-ups I have experienced with Fedex.  

But this time they really pissed me off.  I get a harassing phone calls from a collection agency that says they have been contracted by Fedex to collect an overdue bill from me in the amount of $4000+.  I have asked them for details and all I get is harassment.  So I asked Fedex for help and customer service told me to contact Fedex Revenue Services, which I did.  I told them that I am getting harassing phone calls from XYZ collection agency and the person who keeps calling is named Chris.  I also tell them that the alleged amount owed is $4000+ and the account is supposedly in my name.  So I ask that they investigate and tell me if I indeed have an overdue account in my name for this amount.  (I know I do not have such an account!).  Fedex then tells me that they cannot help me because I have not provided enough information.  WTF?  How much more information can I provide?  Do they want my height and weight?  Maybe my blood type?  Maybe I have to provide the names and birth dates of my children too?

This is why I say that Fedex really blows!",1
"This 5 star rating is mostly for their boba! They are cool about how many flavors I put into my boba (usually about 4!) unlike other boba shops that only allow like 2

Their ramen is pretty good and decently priced. However, I don't like coming to this place much ONLY because I don't like coming out smelling like an Asian restaurant.",5
"Margaritas were good, tacos were fair (small), guacamole was wonderful. after ten it gets really loud here. They need to have tequila flights.",2
"I had the Soppressata with Aged Provolone & Roasted Peppers.  It was a solid sandwich overall.  The quality of ingredients was pretty good, but the only part that gets me is the price. $8 + tax?  Wow all that ""supply and demand"" stuff I learned in Econ class wasn't a joke.  Worth trying once, but I don't think this is a place I'll be grabbing lunch at on a regular basis.",3
"This in truth had been my first ""Cajun"" eats.

The atmosphere was cool.
The service was good.
The food was rich and filling.",4
"Good food, tiny portions, pricey for the amount you get.",2
"If you are in need of any kind of battery Batteries Plus is the place to go. They'll test your current battery for free, upon request, and I haven't found a battery that they didn't carry. They'll even replace the batteries for you in watches for free. I take all my watches to them rather than to a jeweler who is not only going to charge me for a battery, but will charge me for their labor as well. I even buy my regular batteries here because often times they are way less than at the grocery store.",4
"I have been to a buffet like this before, but I will never go to this particular one again. 

The food all looked fresh as we went through the food line selecting our favorites and stacking our bowl to the sky. We selected our sauces and turned it over to the grill. 

The cook doused our dishes with water, quickly cooked the ingredients, and returned them in a new bowl. 

There is a selection of crispy wonton bits, rice and soups for you to add to your tray at no cost. I selected no rice as they were all old and burnt to the pan. I chose the hot and sour soup because it is ma favorite. 

Free-range and refills on beverages. 

Sat down to eat, was not impressed. I could not muster to try a second spoon of the soup as it was absolutely disgusting. The bowl of ingredients were all bland, perhaps from the overuse of water at grilling, and I am almost certain the tofu had gone bad, The slivers of meat that my husband had selected tasted fowl as well. We obviously did not get to far into our meal before leaving. Had we not already paid there would have been several complaints from me, and changes in selections. 

We could have taken the left overs home, but opted to leave them instead. 

Suffice to say, I do NOT recommend.",1
"Kimchi - 5 stars.
Other side dishes - OK. there is no date on it so I really don't know how fresh they are. I went there couple times to get side dishes other than Kimchi. it was not as good as Paldo. I only go to Seoul Market for Kimchi now.",3
"Sorry.  I'm from Southern California so I'm used to great Mexican food.  We were excited to try this restaurant, since we had read some great things about it.  However, the waiter was pompous and the food was mediocre.  We were in a party of four and we all ordered different meals.  The guacamole that was made from one avocado was $11.  The restaurant is in a scary location.  We had to park in a back alley.  It was agreed that the experience was a bust.  If you're in the area and want great food, go to Lon's at the Hermosa, Elements at Sanctuary or True Food Kitchen.",2
"This was my 1st spring Training baseball experience so I can't compare the ballpark with any other. 

However, as a newbie I can say that I appreciate the intimate setting. Every seat is a decent seat. Hubs and I had seat right behind home plate for less than $30. It's a really chill atmosphere. Feels like a college ball park.

The concessions are priced fairly. The bathrooms were clean. 

I had a great time. 

See you next year!",4
"Good choice of ingredients, a bit out of a student budget, but it was WORTHY all the way. I was drooling with the flavors! Good environment and good service and good music (bistro style). I'm not much of a pizza eater, but this has a good place in my list! Forget about your papa dough or cheap Sunday pizzas...this is a real one!",5
"I really like this place... they have great wine... try the tasting... it is 10 bucks and you get 5 tastes... they make almost all of the wine in house (i know the almond champagne is not made there)... i have not found any wine that i don't like... my favorite is their porto and chocolate port.

the other thing you can do is have a bottling party.  i recently purchased 30 bottles (at a great price!!!  cheaper then the wine stores).  they make the batch for you and then you have a party to bottle and label it.  this is a great and fun different party for you are your friends.  

despite it location it is a great place for a date...",5
This place is great!,5
"I was so excited to find this place, less than a minute down the street from home! Because I'm not a big panda express fan, but I love Chinese food. Sadly, I was disappointed. 

The orange chicken was very stringy and tasteless. The sweet and sour sauce was runny and mostly sour. The wontons were the only decent thing we ate there. 

If you want good, cheap chinese avoid this place and try Li's Bowl on 35th ave.",2
"Despite the nice layout, design, and store variety of the City Center, I was still heartily disappointed. Some friends and I were merely trying to find a parking spot to do some shopping and things of the sort when we were notified that it was going to cost us a hefty $30 to park in a MALL parking lot. Outrageous. Turns out the WWE was in town and I guess they wanted to get some extra cash out of the mullet sporting, dentally challenged fans of Wrestlemania. Cool I guess, but not for us that were just trying to buy some swag. They offered some sort of validation system to reclaim some of the $30 coughed up, but it all seemed more than shifty in nature so we decided to park elsewhere. 

Everything else about this nice outdoor shopping center is exceptional. So waddya say Westgate? Create a better system for those of us not there for the events at the stadium across the way?",3
"Walk the other way, just walk right the hell the other way...

Here was how this played out.  Oktoberfest a few days ago.  Starting the night off.  I walk past this place and see a place that sells a slice of pizza for $1.99.  Good, right?  No.  

me: ""Hi, one slice of pizza please""
guy: ""you buy drink with it, 4 dollars.""
me: ""no, just one slice of pizza""
guy: ""we do not sell one slice, you have to buy a drink.  4 dollars""

I should have pulled a flag on this play at this point, but knowing I was going to be drinking I move forward wanting food in me. Not a wise move.

me: ""so, I can't buy one slice?""
guy: ""no, you buy a drink with slice, 4 dollars.""
me: ""It doesn't say that anywhere on the menu or walls""
guy: ""No, do not sell one slice.
me: ""what the... O.K., give me 2 slices of pizza""
guy: ""you buy two slices then.""
me: ""yes, Jesus Christ, yes""
guy: ""toppings?""
me: ""no, no toppings.  cheese.""
guy: ""we have toppings.""

what is this guy, fucking deaf? 

me: ""no thanks""

I give him the money.

guy: ""it take 10 minutes, you wait.""

I don't think they run the air conditioner in this place, so I wait outside.

Pizza comes out.  Tastes like absolute crap.  I eat it outside because in September in Chandler Arizona it is cooler outside then inside this place.  I think they had the thermostat set to ""HELL"" Guy working or running the place comes outside and stares me down as I am eating.  I'm sure if you want to eat here you can check the dumpster for plenty of slices to try beforehand to avoid having to pay for one.  Excuse me, avoid having to pay for two.  However after what I had served to me I'm pretty sure they will beat you to the garbage cans and sell it back to some other unsuspecting soul.  I was the only one dumb enough to finish all the food.  Wouldn't eat here if there was a natural disaster and this place was the last to be ransacked for provisions.  I'd keep walking.

FAIL.",1
"After several hundred professional massages over the past 20 years, I encountered today a first -- a massage therapist who explained that she could not do a massage involving any but mild pressure using her hands. It was an issue of ""protecting the thumbs."" When I told her I didn't like forearms and elbows, she explained that she'd never worked without using her forearms (and, I assume, her elbows, too). After just five minutes, when I asked for more pressure, she suggested we stop the massage -- that she wasn't the ""therapist for [me]."" She was right. What are they teaching these people these days, and why doesn't an excellent outfit like LifeTime Fitness insist on better skills among its massage staff? I won't offer her name, but, if considering a massage at this establishment, I suggest Casie as the only therapist here worth the money.",1
"Found this place by accident.  Not the greatest location.

The pulled pork rates about an 8 on my scale.  Didn't need sauce, but the sauce (sweet) was good.  The Ranch beans are a tad spicy but still good.  The slaw needs a little help.

I will definitely go back and sample the rest of the menu.",3
"This place has a lot of potential; I really want it to do well. I went there on Saturday night with my husband around 7 pm and it was jam packed. Good for them! We felt a little out of place since it was a much much older crowd, (in bad capris, shorts and flip flops...doesn't anybody make an effort anymore? This part of town, I guess.) Anyway, we had a nice booth, but it was directly across from the pizza oven, so we were quite warm. Pleasant server, good busser/foodrunner keeping our waters filled. We decide to try the Bruschetta for a starter and the Rib-eye dinner for two for $28...an unbelievable price. The Bruschetta was quite good (and at $6 also a good value) and with a nice mozzerella and balsamic drizzle...it was tasty. The Rib-eye's on the other had, were not so nice. But, I must stress, these meals were $14 each...what did I expect? The steaks were large and tough; my husband said his tasted old. Yikes. Mine wasn't that bad, and the potatoes and veggies were flavorful. Our thoughts, under the premise of ""if we were running this restaurant"", are: we would have offered a much smaller but higher quality piece of steak. Food for thought, Javino's. In our opinion, quality over quantity every time.  As we were eating we were able to keep an eye on the drama with the staff...and  watch how hard those boys in the kitchen were working! It was really busy, and they all did seem to work well as a team, manager included. At one point, a sweet, young server comes back with a couple of plates to the manager  (I guess someone sent back there food) and burst into tears. Ah, we felt so bad! I hate it when customers make the server cry and if the food was no good how on earth is that her fault?! Well, major points to the manager who gave her a big hug and went to deal with the table. I was impressed. Also, live music going on... a very nice touch. We left feeling like it was an okay place, I liked better than my husband, but something was just kind of ""off"". Maybe they have an identity crisis? Are they a wine bar or are they trying to be fine dining? Either way, I definitely want to go back again soon to try something else on the menu. If for no other reason than how kind that manager was to the server. I have worked in the industry and have been treated like garbage in the same situation. So, kudos. Your staff looks happy.",3
"They don't have the lunch specials on the menu or tell you about them if you don't ask, so make sure to ask. The sandwiches don't come with fries and their fries are over priced for not being very good. The pulled pork sandwich is good and so is the sauce. Also, expect a long wait especially if people are ahead of you.",3
"Postinos on the East side!?

Whoa, you like to think that you're immune to Postinos, oh yeah
It's closer to the truth to say I can't get enough 
You know I'm gonna have to face it, I'm addicted to Postinos 

Thanks Robert Palmer and let's just say I wouldn't be surprised to see the fashion models around here.  Very attractive crowd!  I am honor just to be here!  

Another bottle of wine and you'll be mine, a one track mind 
I can't be saved 
4 flavors of Bruschetta is all I crave 
If there's some left for you 
and don't mind if I do 

I might as well face it I'm addicted to Postinos

I've always enjoyed attending Postinos on the West side of town, but the East side adds a new flavor.  The place still has a great deal on Monday and Tuesday nights.  Bottle of wine plus a large plate of bruschetta's for $20!  The ambience is always chill and low lighting.  Quite romantic and add some pretty ladies and I'm golden here!  Service is always great at Postinos.  The staff is definitely well train in the knowledge of wine and their service is spectacular! - Enjoy!",5
Pet smart did a better job at grooming my dog than my last mobile groomers. They cut and wash my dogs hair just how i like them. Service was nice the young ladies were always helpful since two dogs on a leash can be difficult. I shall return to get my dogs groomed here.  Would recommend.,5
"I don't really get what all the buzz is about. Coming from SoCal I think In N Out has this place beat. I can get a small burger and small fries from Five Guys and I am beyond full the rest of the day. The Cajun fries are OK but I kind of freak out when the bag carrying your food gets stained from all of the grease.
Why I'm giving three stars instead of two is that I JUST discovered their hot dogs and those are FANTASTIC. I never need to have another burger from here, I'll stick with my double doubles......but the hot dogs???? VOILA!!!!
And their soda machine is really cool too. It's touch screen so once you pick your soda, you then get to add flavors. It's really cool. If they had a soda machine on The Starship Enterprise, it would be the soda fountain from Five Guys....except that it would have to be voice command.
Anyway, I'll be back for the weiners and to play with the soda machine",3
"Having a miserable experience flying from Boston to Reno. My connection was in Phoenix, and the flight from Boston was running a bit late. I asked both of the flight attendants if it would be possible to deplane before the other passengers as I had a very tight connection to make. One actually laughed at me and told me I would be fine. 12 hours, a horrible nights sleep (as they did not offer me hotel accommodations) and two delicious airport meals later I am sitting in the terminal waiting for my flight from Phoenix to Reno to board. Sorry buddy, not really fine. I missed my flight by 5 minutes. I would have been fine if US Airways offered their customers with tight connections the opportunity to deplane first, as every other airline I have flown on does. Will avoid them at ALL costs!",1
"Bad customer service!  

No one at the front desk for thirty minutes.  Plus they left the phone on the counter so when I tried to call their number, phone just kept ringing and ringing.  :(",1
"Ordered the mushroom burger, they put canned mushrooms on the burger. Gross! The patty melt was good. But it's really hard to mess up a patty melt. My salad had a bug in it.

Service was nice. And they do have a yummy cider beer.",2
"My house is clean using pet-friendly products.  They arrive on time.  I know that some of the reviews talk about having trouble reaching them by phone, but I have never had a problem reaching them by email (which I prefer).  The ladies show up, work quickly and efficiently, and are on their way.  I couldn't be happier.",5
"I'll admit I almost fell outta my chair after hitting a triple-double on the Malibu. Quite generous pours plus delish menu. Can't wait to go back and try out the dance floor!!! Did I mention the Disco Ball?? Yeah, baby!",4
"I only ask for two things when I'm flying. To land safely. And to not fear planes while on them.

US Airways only delivered on one of those, and I'm still undecided on the first one.
Took a flight late from PHX to SFO. Two hours isn't too bad. Unless of course it was the longest two hours of your life and you could hear people in the cabin praying for their lives.
I understand that turbulence is normal. But I would rather you cancel another flight because it is too dangerous to fly, then to put passengers through the scariest flight of their lives.
Oh and when you finally do land and are thanking your maker that you are in fact still alive, its probably best that you don't have to overhear the pilots saying ""Wow, that was scary. I'm surprised we landed alright.""
Morons. They should pay for the trauma I'll have for the rest of my life.",1
"This place is more miss than hit, I stop by here for breakfast on rare occasions and the food usually comes out more than slightly mangled.  

The food is usually edible and the customer service at the window is always friendly.  I've never had the experiences that Phoenician C has but I will admit that this can be one of the lower end McD's that I've been to in this town.

Curse you McGriddle!!!",2
